1490037409.038062,0.414103,-0.059501,0.294408,0.171400,-1.722055,-2.310439,0.823787,1.335766,1.563176
1490037409.045896,0.414133,-0.059372,0.294406,0.171795,-1.722091,-2.310415,0.823823,1.335323,1.563128
1490037409.054016,0.414194,-0.059217,0.294382,0.172239,-1.722295,-2.310319,0.824111,1.334892,1.563092
1490037409.061889,0.414228,-0.059067,0.294359,0.172706,-1.722403,-2.310308,0.824279,1.334352,1.563128
1490037409.070008,0.414295,-0.058893,0.294317,0.173209,-1.722618,-2.310236,0.824495,1.333837,1.563128
1490037409.077870,0.414337,-0.058707,0.294314,0.173772,-1.722738,-2.310176,0.824771,1.333238,1.563128
1490037409.086210,0.414406,-0.058498,0.294279,0.174384,-1.722942,-2.310104,0.825010,1.332627,1.563104
1490037409.093288,0.414468,-0.058260,0.294240,0.175079,-1.723110,-2.310068,0.825190,1.331956,1.563176
1490037409.101999,0.414551,-0.058021,0.294231,0.175750,-1.723326,-2.309924,0.825502,1.331382,1.563140
1490037409.110142,0.414631,-0.057786,0.294206,0.176445,-1.723530,-2.309816,0.825729,1.330639,1.563116
1490037409.117981,0.414708,-0.057501,0.294131,0.177284,-1.723817,-2.309792,0.826077,1.329800,1.563152
1490037409.126106,0.414788,-0.057230,0.294117,0.178075,-1.724033,-2.309672,0.826424,1.329021,1.563176
1490037409.133977,0.414878,-0.056939,0.294064,0.178938,-1.724309,-2.309588,0.826736,1.328111,1.563140
1490037409.142127,0.414961,-0.056667,0.294012,0.179741,-1.724596,-2.309504,0.827119,1.327272,1.563104
1490037409.149965,0.415086,-0.056322,0.293947,0.180735,-1.724956,-2.309360,0.827455,1.326278,1.563128
1490037409.158085,0.415169,-0.055996,0.293894,0.181682,-1.725255,-2.309289,0.827923,1.325392,1.563140
1490037409.165990,0.415254,-0.055684,0.293830,0.182617,-1.725555,-2.309228,0.828318,1.324373,1.563164
1490037409.174067,0.415370,-0.055303,0.293746,0.183731,-1.725915,-2.309145,0.828654,1.323247,1.563140
1490037409.181945,0.415491,-0.054948,0.293680,0.184762,-1.726298,-2.309001,0.829085,1.322193,1.563152
1490037409.190090,0.415592,-0.054576,0.293638,0.185852,-1.726610,-2.308881,0.829553,1.321091,1.563128
1490037409.197958,0.415749,-0.054150,0.293549,0.187063,-1.727101,-2.308689,0.830032,1.319929,1.563116
1490037409.206053,0.415827,-0.053765,0.293491,0.188213,-1.727389,-2.308653,0.830523,1.318743,1.563140
1490037409.213911,0.415969,-0.053325,0.293406,0.189483,-1.727845,-2.308497,0.831027,1.317485,1.563104
1490037409.221005,0.416078,-0.052897,0.293350,0.190754,-1.728216,-2.308377,0.831602,1.316143,1.563176
1490037409.229928,0.416226,-0.052419,0.293268,0.192120,-1.728684,-2.308209,0.832142,1.314850,1.563128
1490037409.238050,0.416377,-0.051925,0.293188,0.193546,-1.729127,-2.308042,0.832597,1.313436,1.563152
1490037409.245902,0.416502,-0.051468,0.293107,0.194889,-1.729583,-2.307910,0.833233,1.312046,1.563128
1490037409.254034,0.416642,-0.050963,0.293010,0.196339,-1.730074,-2.307778,0.833843,1.310657,1.563140
1490037409.261921,0.416811,-0.050454,0.292934,0.197813,-1.730565,-2.307550,0.834335,1.309123,1.563140
1490037409.270017,0.416943,-0.049935,0.292844,0.199310,-1.731033,-2.307430,0.834958,1.307686,1.563176
1490037409.277878,0.417085,-0.049390,0.292758,0.200905,-1.731537,-2.307274,0.835665,1.306057,1.563152
1490037409.286005,0.417254,-0.048833,0.292675,0.202510,-1.732052,-2.307059,0.836229,1.304439,1.563140
1490037409.293107,0.417412,-0.048246,0.292584,0.204200,-1.732579,-2.306879,0.836900,1.302786,1.563128
1490037409.302014,0.417562,-0.047685,0.292499,0.205842,-1.733095,-2.306699,0.837583,1.301061,1.563140
1490037409.309864,0.417730,-0.047102,0.292414,0.207520,-1.733658,-2.306471,0.838302,1.299384,1.563164
1490037409.317989,0.417862,-0.046507,0.292309,0.209270,-1.734185,-2.306364,0.839081,1.297575,1.563152
1490037409.325881,0.418038,-0.045867,0.292190,0.211091,-1.734796,-2.306171,0.839777,1.295838,1.563152
1490037409.333989,0.418197,-0.045247,0.292107,0.212901,-1.735336,-2.305967,0.840496,1.293945,1.563140
1490037409.342110,0.418383,-0.044594,0.291993,0.214782,-1.735995,-2.305728,0.841287,1.292016,1.563164
1490037409.349968,0.418549,-0.043939,0.291898,0.216712,-1.736570,-2.305524,0.842030,1.289920,1.563152
1490037409.358101,0.418702,-0.043276,0.291780,0.218629,-1.737182,-2.305368,0.842881,1.288003,1.563164
1490037409.365975,0.418887,-0.042597,0.291668,0.220594,-1.737805,-2.305141,0.843564,1.285943,1.563164
1490037409.374136,0.419082,-0.041869,0.291538,0.222668,-1.738512,-2.304901,0.844391,1.283906,1.563140
